2024-03-29 10:54:49,1
2024-03-29 10:54:49,2
2024-03-29 10:54:51,3
2024-03-29 10:54:52,2
2024-03-29 10:54:52,2
2024-03-29 10:54:53,2
2024-03-29 10:54:54,3
2024-03-29 10:54:54,3
2024-03-29 10:54:54,3
2024-03-29 10:55:00,1
2024-03-29 10:55:01,2
2024-03-29 10:55:02,1
2024-03-29 10:55:02,2
2024-03-29 10:55:03,3
2024-03-29 10:55:03,2
2024-03-29 10:55:03,1
2024-03-29 10:55:08,1
2024-03-29 10:55:09,1
2024-03-29 10:55:10,2
2024-03-29 10:55:11,3
2024-03-29 10:55:13,2
2024-03-29 10:55:13,3
2024-03-29 10:56:31.534,1
2024-03-29 10:56:32.131,2
2024-03-29 10:56:33.435,2
2024-03-29 10:56:33.755,1
2024-03-29 10:56:34.065,2
2024-03-29 10:56:34.365,3
2024-03-29 10:56:34.847,1
2024-03-29 10:56:35.145,2
2024-03-29 10:56:35.387,2
2024-03-29 10:56:35.864,1
2024-03-29 10:56:36.413,2
2024-03-29 10:56:36.502,3
2024-03-29 10:58:15.015,2
2024-03-29 11:00:38.825,1
2024-03-29 11:00:39.109,2
2024-03-29 11:00:39.340,3
2024-03-29 11:00:39.557,2
2024-03-29 11:00:39.991,1
2024-03-29 11:00:40.599,3
2024-03-29 11:00:40.865,2
2024-03-29 11:00:41.089,1
2024-03-29 11:00:41.274,2
2024-03-29 11:00:41.604,3
2024-03-29 11:00:51.532,3
2024-03-29 11:00:51.774,2
2024-03-29 11:00:52.000,1
2024-03-29 11:00:52.240,2
2024-03-29 11:00:52.469,3
2024-03-29 11:00:52.736,2
2024-03-29 11:00:52.940,1
2024-03-29 11:01:00.590,3
2024-03-29 11:01:00.815,2
2024-03-29 11:01:01.020,1
2024-03-29 11:01:02.692,3
2024-03-29 11:01:02.961,2
2024-03-29 11:01:03.163,1
2024-03-29 11:01:03.912,3
2024-03-29 11:01:04.125,2
2024-03-29 11:01:04.307,1
2024-03-29 11:01:04.543,3
2024-03-29 11:01:04.781,2
2024-03-29 11:01:05.083,3
2024-03-29 11:01:05.321,2
2024-03-29 11:01:05.529,1
2024-03-29 11:01:05.762,2
2024-03-29 11:01:06.016,3
2024-03-29 11:01:06.261,2
2024-03-29 11:01:07.025,2
2024-03-29 11:01:07.498,3
2024-03-29 11:01:07.782,2
2024-03-29 11:01:07.975,1
2024-03-29 11:01:08.137,2
2024-03-29 11:01:08.359,3
2024-03-29 11:01:08.573,2
2024-03-29 11:01:08.748,1
2024-03-29 11:01:47.472,1
2024-03-29 11:01:47.722,2
2024-03-29 11:01:47.901,3
2024-03-29 11:01:48.336,3
2024-03-29 11:01:48.497,2
2024-03-29 11:01:49.330,2
2024-03-29 11:01:49.997,2
2024-03-29 11:01:50.527,2
2024-03-29 11:01:50.663,3
2024-03-29 11:01:50.848,3
2024-03-29 11:01:51.009,3
2024-03-29 11:01:51.129,3
2024-03-29 11:01:51.401,1
2024-03-29 11:01:51.624,2
2024-03-29 11:01:51.699,3
2024-03-29 11:02:10.209,2
2024-03-29 11:02:10.460,3
2024-03-29 11:02:10.793,2
2024-03-29 11:02:11.017,1
2024-03-29 11:02:11.220,2
2024-03-29 11:02:11.426,3
2024-03-29 11:02:11.652,2
2024-03-29 11:02:11.853,1
2024-03-29 11:02:12.038,2
2024-03-29 11:02:12.211,3
2024-03-29 11:02:12.426,2
2024-03-29 11:02:13.218,2
2024-03-29 11:02:13.711,2
2024-03-29 11:02:14.161,1
2024-03-29 11:02:14.318,3
2024-03-29 11:02:14.523,3
2024-03-29 11:02:14.942,2
2024-03-29 11:02:15.139,1
2024-03-29 11:02:15.328,2
2024-03-29 11:02:15.501,3
2024-03-29 11:02:15.941,2
2024-03-29 11:02:16.234,1
2024-03-29 11:02:16.510,2
2024-03-29 11:02:18.514,3
2024-03-29 11:02:18.800,3
2024-03-29 11:02:19.126,3
2024-03-29 11:02:52.607,2
2024-03-29 11:02:52.826,3
